school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,score
GP,F,19,U,LE3,T,1.0,2.0,services,services,home,other,1.0,2.0,1.0,no,no,no,yes,no,yes,no,yes,4.0,2.0,4.0,3.0,0.0,0.0
GP,F,19,U,GT3,T,2.0,1.0,at_home,other,other,other,3.0,2.0,0.0,no,yes,no,no,yes,no,yes,yes,3.0,3.0,1.0,2.0,20.0,65.0
GP,F,19,U,GT3,T,3.0,2.0,services,other,reputation,other,2.0,2.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,2.0,2.0,1.0,4.0,55.0
GP,F,19,U,GT3,T,1.0,1.0,at_home,health,home,other,1.0,2.0,2.0,no,no,no,no,no,yes,yes,yes,4.0,3.0,2.0,3.0,14.0,65.0
GP,F,19,R,GT3,T,2.0,3.0,other,other,reputation,other,1.0,3.0,1.0,no,no,no,no,yes,yes,yes,yes,4.0,1.0,2.0,3.0,4.0,55.0
GP,F,18,U,GT3,T,2.0,1.0,services,other,course,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,0.0,0.0
GP,F,18,U,GT3,T,4.0,3.0,other,other,course,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,4.0,5.0,9.0,45.0
GP,F,17,R,GT3,T,3.0,4.0,at_home,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,no,yes,yes,no,4.0,3.0,4.0,5.0,0.0,50.0
GP,F,18,U,GT3,T,4.0,4.0,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,5.0,2.0,55.0
GP,F,17,U,GT3,A,4.0,3.0,services,services,course,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,2.0,5.0,4.0,65.0
GP,F,17,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,yes,4.0,2.0,2.0,3.0,12.0,45.0
GP,F,17,R,LE3,T,2.0,2.0,services,services,course,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,3.0,3.0,3.0,3.0,55.0
GP,F,17,U,GT3,T,3.0,1.0,services,services,course,father,1.0,3.0,0.0,no,yes,no,no,no,yes,yes,no,4.0,4.0,3.0,5.0,1.0,75.0
GP,F,17,U,LE3,T,0.0,2.0,at_home,at_home,home,father,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,0.0,75.0
GP,M,18,U,GT3,T,4.0,4.0,other,other,course,mother,1.0,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,3.0,3.0,55.0
GP,M,17,U,GT3,T,3.0,3.0,other,services,reputation,mother,1.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,5.0,3.0,80.0
GP,M,17,R,GT3,T,2.0,2.0,services,other,course,mother,4.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,5.0,4.0,8.0,50.0
GP,F,17,U,GT3,T,4.0,2.0,teacher,services,course,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,4.0,4.0,7.0,45.0
GP,F,17,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,3.0,0.0,no,yes,yes,no,no,yes,yes,yes,4.0,3.0,3.0,4.0,4.0,70.0
GP,M,18,U,LE3,T,2.0,2.0,other,other,course,mother,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,5.0,5.0,2.0,40.0
GP,F,17,R,GT3,T,2.0,4.0,at_home,other,course,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,3.0,5.0,7.0,70.0
GP,F,18,U,GT3,T,3.0,3.0,services,services,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4.0,4.0,0.0,0.0
GP,F,18,U,LE3,T,2.0,2.0,other,other,home,other,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,3.0,2.0,0.0,0.0
GP,F,18,R,GT3,T,2.0,2.0,at_home,other,course,mother,2.0,4.0,0.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,4.0,0.0,0.0
GP,F,17,U,GT3,T,3.0,4.0,services,other,course,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,5.0,5.0,16.0,75.0
GP,F,19,R,GT3,A,3.0,1.0,services,other,home,other,1.0,3.0,1.0,no,no,yes,no,yes,yes,no,no,5.0,4.0,3.0,5.0,12.0,65.0
GP,F,17,U,GT3,T,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,2.0,2.0,0.0,0.0
GP,F,18,U,LE3,T,3.0,3.0,services,services,home,mother,1.0,4.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,7.0,85.0
GP,F,17,R,GT3,A,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,4.0,50.0
GP,F,19,U,GT3,T,2.0,1.0,services,services,home,other,1.0,3.0,1.0,no,no,yes,yes,yes,yes,yes,yes,4.0,3.0,4.0,3.0,4.0,55.0
GP,M,18,U,GT3,T,4.0,4.0,teacher,other,home,father,1.0,2.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,0.0,0.0
GP,M,18,U,LE3,T,3.0,4.0,services,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,5.0,11.0,75.0
GP,F,17,U,GT3,A,2.0,2.0,at_home,at_home,home,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,3.0,3.0,1.0,4.0,0.0,0.0
GP,F,18,U,GT3,T,2.0,3.0,at_home,other,course,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,3.0,4.0,50.0
GP,F,18,U,GT3,T,3.0,2.0,other,other,other,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3.0,1.0,7.0,70.0
GP,M,18,R,GT3,T,4.0,3.0,teacher,services,course,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,3.0,2.0,4.0,9.0,80.0
GP,M,18,U,GT3,T,4.0,3.0,teacher,other,course,mother,1.0,3.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,5.0,5.0,0.0,45.0
GP,F,17,U,GT3,T,4.0,3.0,health,other,reputation,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3.0,4.0,0.0,75.0
MS,M,18,R,GT3,T,3.0,2.0,other,other,course,mother,2.0,1.0,1.0,no,yes,no,no,no,yes,yes,no,4.0,5.0,5.0,5.0,10.0,65.0
MS,M,17,U,GT3,T,3.0,3.0,health,other,course,mother,2.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,5.0,4.0,3.0,2.0,65.0
MS,M,18,U,LE3,T,1.0,3.0,at_home,services,course,mother,1.0,1.0,1.0,no,no,no,no,yes,no,yes,yes,4.0,3.0,3.0,3.0,4.0,40.0
MS,M,19,R,GT3,T,1.0,1.0,other,other,home,other,3.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,5.0,4.0,40.0
MS,M,17,U,GT3,T,4.0,3.0,services,other,home,mother,2.0,2.0,0.0,no,yes,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,2.0,4.0,55.0
MS,F,18,U,GT3,T,3.0,3.0,services,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,yes,4.0,3.0,4.0,5.0,0.0,45.0
MS,F,17,R,GT3,T,4.0,4.0,teacher,services,other,father,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,5.0,4.0,65.0
MS,F,17,U,LE3,T,3.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,no,no,no,no,yes,yes,no,yes,1.0,2.0,3.0,5.0,2.0,55.0
MS,M,18,U,LE3,T,1.0,1.0,other,services,home,father,2.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,3.0,3.0,2.0,3.0,4.0,50.0
MS,F,18,U,LE3,T,1.0,1.0,at_home,services,course,father,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,2.0,4.0,0.0,80.0
MS,F,18,R,GT3,A,1.0,4.0,at_home,other,course,mother,3.0,2.0,0.0,no,no,no,no,yes,yes,no,yes,4.0,3.0,4.0,5.0,0.0,65.0
MS,M,18,R,LE3,T,1.0,1.0,at_home,other,other,mother,2.0,2.0,1.0,no,no,no,yes,no,no,no,no,4.0,4.0,3.0,5.0,2.0,60.0
MS,F,18,U,GT3,T,3.0,3.0,services,services,other,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,2.0,3.0,0.0,50.0
MS,F,17,U,LE3,T,4.0,4.0,at_home,other,course,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,2.0,3.0,4.0,1.0,0.0,75.0
MS,F,17,R,GT3,T,1.0,2.0,other,services,course,mother,2.0,2.0,0.0,no,no,no,no,no,yes,no,no,3.0,2.0,2.0,3.0,0.0,60.0
MS,M,18,R,GT3,T,1.0,3.0,at_home,other,course,mother,2.0,2.0,0.0,no,yes,yes,no,yes,yes,no,no,3.0,3.0,4.0,3.0,4.0,50.0
MS,M,18,U,LE3,T,4.0,4.0,teacher,services,other,mother,2.0,3.0,0.0,no,no,yes,no,yes,yes,yes,yes,4.0,2.0,2.0,5.0,0.0,65.0
MS,F,17,R,GT3,T,1.0,1.0,other,services,reputation,mother,3.0,1.0,1.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,1.0,1.0,0.0,0.0
MS,F,18,U,GT3,T,2.0,3.0,at_home,services,course,father,2.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,3.0,4.0,0.0,50.0
MS,F,18,R,GT3,T,4.0,4.0,other,teacher,other,father,3.0,2.0,0.0,no,yes,yes,no,no,yes,yes,yes,3.0,2.0,2.0,5.0,10.0,55.0
MS,F,19,U,LE3,T,3.0,2.0,services,services,home,other,2.0,2.0,2.0,no,no,no,yes,yes,yes,no,yes,3.0,2.0,2.0,3.0,4.0,45.0
MS,M,18,R,LE3,T,1.0,2.0,at_home,services,other,father,3.0,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,4.0,3.0,3.0,3.0,3.0,60.0
MS,F,17,U,GT3,T,2.0,2.0,other,at_home,home,mother,1.0,3.0,0.0,no,no,no,yes,yes,yes,no,no,3.0,4.0,3.0,3.0,8.0,55.0
MS,F,17,R,GT3,T,1.0,2.0,other,other,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,5.0,5.0,1.0,14.0,25.0
MS,F,18,R,LE3,T,4.0,2.0,other,other,reputation,mother,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,4.0,4.0,1.0,0.0,95.0
MS,F,18,R,GT3,T,1.0,1.0,other,other,home,mother,4.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,2.0,4.0,2.0,50.0
MS,F,20,U,GT3,T,4.0,2.0,health,other,course,mother,2.0,3.0,2.0,no,yes,yes,no,no,yes,yes,yes,5.0,4.0,3.0,3.0,4.0,75.0
MS,F,18,R,LE3,T,4.0,4.0,teacher,services,course,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,yes,no,5.0,4.0,3.0,2.0,4.0,50.0
MS,F,18,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,2.0,0.0,no,no,yes,no,yes,yes,yes,yes,4.0,1.0,3.0,1.0,0.0,75.0
MS,F,17,R,GT3,T,3.0,1.0,at_home,other,reputation,mother,1.0,2.0,0.0,no,yes,yes,yes,no,yes,yes,no,4.0,5.0,4.0,1.0,17.0,50.0
MS,M,18,U,GT3,T,4.0,4.0,teacher,teacher,home,father,1.0,2.0,0.0,no,no,yes,yes,no,yes,yes,no,3.0,2.0,4.0,2.0,4.0,70.0
MS,M,18,R,GT3,T,2.0,1.0,other,other,other,mother,2.0,1.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,3.0,5.0,5.0,35.0
MS,M,17,U,GT3,T,2.0,3.0,other,services,course,father,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,3.0,3.0,2.0,50.0
MS,M,19,R,GT3,T,1.0,1.0,other,services,other,mother,2.0,1.0,1.0,no,no,no,no,yes,yes,no,no,4.0,3.0,2.0,5.0,0.0,0.0
MS,M,18,R,GT3,T,4.0,2.0,other,other,home,father,1.0,1.0,1.0,no,no,no,no,yes,yes,yes,no,5.0,4.0,3.0,3.0,14.0,25.0
MS,F,18,R,GT3,T,2.0,2.0,at_home,other,other,mother,1.0,3.0,0.0,no,no,yes,no,yes,yes,yes,no,5.0,3.0,3.0,4.0,2.0,50.0
MS,F,18,R,GT3,T,4.0,4.0,teacher,at_home,reputation,mother,3.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3.0,5.0,7.0,30.0
MS,F,19,R,GT3,T,2.0,3.0,services,other,course,mother,1.0,3.0,1.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,2.0,5.0,0.0,0.0
MS,F,18,U,LE3,T,3.0,1.0,teacher,services,course,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,4.0,1.0,0.0,40.0
MS,F,18,U,GT3,T,1.0,1.0,other,other,course,mother,1.0,2.0,1.0,no,no,no,yes,yes,yes,yes,no,1.0,1.0,1.0,5.0,0.0,0.0
MS,M,20,U,LE3,A,2.0,2.0,services,services,course,mother,1.0,2.0,2.0,no,yes,yes,no,yes,yes,no,no,5.0,5.0,4.0,4.0,4.0,45.0
MS,M,17,U,LE3,T,3.0,1.0,services,services,course,mother,2.0,1.0,0.0,no,no,no,no,no,yes,yes,no,2.0,4.0,5.0,2.0,3.0,80.0
MS,M,21,R,GT3,T,1.0,1.0,other,other,course,mother,1.0,1.0,3.0,no,no,no,no,no,yes,no,no,5.0,5.0,3.0,3.0,3.0,35.0
MS,M,18,R,LE3,T,3.0,2.0,services,other,course,mother,3.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,4.0,1.0,5.0,0.0,50.0
MS,M,19,U,LE3,T,1.0,1.0,other,at_home,course,father,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,2.0,3.0,5.0,5.0,45.0
