Company,Specific_Origin,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Origin
Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,,DominicanRepublic
Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,,DominicanRepublic
Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,Criollo,Peru
Forteza (Cortes),,1776,2016,70.0,Puerto Rico,2.75,,DominicanRepublic
Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,,DominicanRepublic
Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,,Madagascar
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,,Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania
Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,,Venezuela
Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,,Venezuela
Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,,Venezuela
Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,,Venezuela
Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,,CostaRica
Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,,Peru
Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam
Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana
Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar
French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,,Peru
French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,,Guatemala
French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,,CostaRica
French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,,Nicaragua
French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5,,Peru
French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru
French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5,,Peru
French Broad,,887,2012,81.0,U.S.A.,2.0,,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero,Peru
French Broad,La Red,785,2011,65.0,U.S.A.,3.5,,DominicanRepublic
Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero,Peru
Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero,Peru
Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero,Peru
Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero,Peru
Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25,,DominicanRepublic
Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75,,DominicanRepublic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75,,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru
Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5,,PapuaNewGuinea
Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5,,PapuaNewGuinea
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar
Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,PapuaNewGuinea
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,PapuaNewGuinea
Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana
Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5,,DominicanRepublic
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar
Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25,,DominicanRepublic
Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela
Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica
Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica
Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,,Nicaragua
Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,,Nicaragua
,"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,CostaRica
Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad
Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero,Peru
Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,,DominicanRepublic
Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,,Ecuador
Fruition,Peru,863,2012,70.0,U.S.A.,2.5,,Peru
Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,CostaRica
Fruition,,781,2011,70.0,U.S.A.,3.0,,CostaRica
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii
Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana
Georgia Ramon,,1646,2015,70.0,Germany,3.5,Trinitario,DominicanRepublic
Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,DominicanRepublic
Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar
,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5,,Belize
Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75,,Mexico
,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25,,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25,,Guatemala
Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam
Green & Black's (ICAM),Dark,15,2006,70.0,U.K.,2.5,,
Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,,Madagascar
Grenada Chocolate Co.,,363,2009,60.0,Grenada,2.75,Trinitario,Grenada
,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada
Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero,Ecuador
Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana
Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,,"Trinidad,Tobago"
,Lacri Blend,355,2009,76.0,Italy,3.0,,Venezuela
Guido Castagna,Blend,355,2009,64.0,Italy,3.25,,"Venezuela,Trinidad,Ecuador"
Guittard,"Epique, Blend No. 49",1602,2015,70.0,U.S.A.,3.75,,
,Haiti,1053,2013,65.0,U.S.A.,2.75,,Haiti
Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,,Nicaragua
Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,,Ecuador
Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,,
Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,,
,Onyx,654,2011,72.0,U.S.A.,3.25,,
Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0,,Hawaii
,Nocturne,387,2009,91.0,U.S.A.,3.0,,
Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend,
Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,,Peru
Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,,
,Ocumare,276,2008,65.0,U.S.A.,3.5,,Venezuela
Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend,
Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia
Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar
Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero,Ecuador
Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend,
Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend,
Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,,PapuaNewGuinea
Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,,
Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,,DominicanRepublic
Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,
Habitual,Downtown London,1201,2014,65.0,Canada,2.75,,
Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,,
Habitual,,1201,2014,80.0,Canada,3.0,,
Habitual,Sharkey,1201,2014,66.0,Canada,3.25,,Hawaii
Habitual,one hundred,1205,2014,100.0,Canada,2.0,,
Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador
Haigh,South America and Africa,701,2011,70.0,Australia,3.0,,"SouthAmerica,Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,U.S.A.,3.25,,Brazil
Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0,,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5,,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,U.S.A.,3.5,,Brazil
Heilemann,Peru,1876,2016,64.0,Germany,2.75,,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,CostaRica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,U.S.A.,3.75,,Hawaii
,"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,U.S.A.,3.5,,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia
hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela
hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75,,Tanzania
hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar
hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0,,Venezuela
hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25,,Ecuador
hexx,Peru,1550,2015,70.0,U.S.A.,3.25,,Peru
Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,DominicanRepublic
Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru
Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero,Ecuador
Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero,Ecuador
,Arriba,414,2009,72.0,Ecuador,3.0,Forastero,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero,Ecuador
Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero,Ecuador
Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,,Ecuador
Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,,Venezuela
Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,,IvoryCoast
Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,,DominicanRepublic
Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,,Peru
Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,,DominicanRepublic
Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,U.K.,2.75,,St.Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,U.K.,1.75,Trinitario,St.Lucia
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,U.K.,3.0,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,U.K.,3.5,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,U.K.,3.0,Forastero,Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,U.K.,3.0,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,U.K.,3.5,Forastero,Ecuador
,"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,U.K.,2.75,,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,U.K.,2.5,Forastero,Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,U.K.,2.75,,DominicanRepublic
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,U.K.,3.0,Forastero,Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,U.K.,3.0,Trinitario,St.Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,U.K.,3.25,Trinitario,St.Lucia
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,U.K.,3.0,,DominicanRepublic
Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,U.K.,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,U.K.,3.0,,St.Lucia
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,U.K.,2.75,,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,U.K.,3.0,Forastero,SaoTome
Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam
Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua
Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,Trinitario,DominicanRepublic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,,DominicanRepublic
Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela
Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,Forastero,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),,737,2011,70.0,Switzerland,4.0,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,,Venezuela
Indah,,1788,2016,61.0,India,2.5,,India
Indaphoria,La Red,821,2012,70.0,U.S.A.,3.25,,DominicanRepublic
,"Conacado, Manifesto",907,2012,70.0,U.S.A.,2.75,,DominicanRepublic
Indi,Honduras,1255,2014,77.0,U.S.A.,3.0,,Honduras
iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,Criollo,Peru
iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,,Peru
Isidro,Madagascar,1275,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,1279,2014,72.0,U.S.A.,2.25,,Peru
Isidro,Belize,1279,2014,72.0,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,1279,2014,72.0,U.S.A.,3.25,,DominicanRepublic
Izard,,1542,2015,70.0,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",1546,2015,70.0,U.S.A.,2.75,,DominicanRepublic
Jacque Torres,Trinatario Treasure,5,2006,71.0,U.S.A.,2.0,Trinitario,Ghana
Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar
Just Good Chocolate,Belize,1375,2014,70.0,U.S.A.,3.5,Trinitario,Belize
Just Good Chocolate,Madagascar,1375,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,1375,2014,70.0,U.S.A.,4.0,,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Domincan Republic,3.5,,DominicanRepublic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Domincan Republic,3.0,,DominicanRepublic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Domincan Republic,3.25,,DominicanRepublic
,Peru,837,2012,64.0,Germany,2.5,,Peru
Kakao,Vanuatu,387,2009,65.0,Germany,3.75,Trinitario,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70.0,Ecuador,3.0,,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.0,Ecuador,3.5,,Ecuador
Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85.0,Ecuador,2.5,,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85.0,Ecuador,2.75,,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85.0,Ecuador,3.0,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75.0,Ecuador,2.5,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85.0,Ecuador,3.0,,Ecuador
Kaoka (Cemoi),Noir,404,2009,70.0,France,2.75,,
Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.0,U.S.A.,3.75,,DominicanRepublic
Ki' Xocolatl,Dark,431,2009,72.0,Mexico,2.0,,Mexico
Kiskadee,"La Red, Guanconjeco",1251,2014,60.0,U.S.A.,3.0,Trinitario,DominicanRepublic
Kto,San Martin,1422,2014,72.0,U.S.A.,2.5,,Peru
Kto,Ocumare,1422,2014,72.0,U.S.A.,2.75,,Venezuela
Kto,Belize,1422,2014,72.0,U.S.A.,3.0,Trinitario,Belize
Kto,Sambirano Valley,1422,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar
Kto,Belize,1426,2014,90.0,U.S.A.,3.25,Trinitario,Belize
Kto,Elvesia,1426,2014,72.0,U.S.A.,3.25,,DominicanRepublic
Kto,ROIG,1426,2014,72.0,U.S.A.,3.25,,DominicanRepublic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,U.S.A.,3.25,,Haiti
K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,U.S.A.,2.75,Forastero,Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,U.S.A.,3.75,,Ecuador
K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,Forastero,Uganda
,Hispaniola,1359,2014,72.5,U.S.A.,3.0,,DominicanRepublic
Kyya,Ecuador,1363,2014,72.5,U.S.A.,2.5,,Ecuador
Kyya,Madagascar,1363,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,891,2012,74.0,U.S.A.,3.25,,Peru
L.A. Burdick (Felchlin),Brazil,891,2012,70.0,U.S.A.,4.0,,Brazil
L.A. Burdick (Felchlin),,927,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,682,2011,74.0,U.S.A.,3.75,,Ecuador
L.A. Burdick (Felchlin),Grenada,576,2010,75.0,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,U.S.A.,3.75,,DominicanRepublic
L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,U.S.A.,3.0,,Venezuela
L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,U.S.A.,3.0,,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,Criollo,Peru
La Chocolaterie Nanairo,,1892,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,,"Africa,Carribean,C.Am."
,"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,,DominicanRepublic
La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo,Venezuela
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,,
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,,
La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,,Peru
La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,,IvoryCoast
,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,SaoTome
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,,Brazil
